	index	Rating	Founded	Competitors	Salary_NotHour	Employer_est.	AVG_Size	Python	R	AWS	Excel	SQL	AVG_Salary	Same_State	Descr._Length	analyst	data engineer	data scientist	director	manager	mle	na	na	research	junior	na	na	senior	Type_of_ownership	Industry	Sector	Revenue
650	897	3.5	1996	0	1	0	750.5	0	0	0	0	1	64000.0	1.0	3846.0	0	0	0	0	1	0	0	1	0	0	0	1	0	Nonprofit Organization	Health Care Services & Hospitals	Health Care	$500 million to $1 billion 
651	898	3.9	2010	0	1	0	350.5	0	0	0	0	1	47000.0	1.0	2460.0	1	0	0	0	0	0	0	0	0	0	0	0	1	Company - Private	Internet	Information Technology	$10 to $25 million 
652	899	4.0	1982	1	1	0	10000.0	1	0	0	1	1	162000.0	1.0	3864.0	0	0	0	0	0	0	1	1	0	0	1	1	0	Company - Public	Computer Hardware & Software	Information Technology	$5 to $10 billion 
653	900	3.9	1913	1	1	0	10000.0	1	0	0	1	0	140000.0	0.0	4572.0	0	0	1	0	0	0	0	0	0	0	0	0	1	Company - Public	Biotech & Pharmaceuticals	Biotech & Pharmaceuticals	$10+ billion 
654	902	3.0	1958	1	1	0	10000.0	1	0	0	0	1	98000.0	1.0	2133.0	0	1	0	0	0	0	0	0	0	0	0	0	1	Company - Private	Gas Stations	Retail	$10+ billion 
655	904	3.9	1913	1	1	0	10000.0	1	0	0	0	0	137000.0	0.0	3169.0	0	0	1	0	0	0	0	0	0	0	0	0	1	Company - Public	Biotech & Pharmaceuticals	Biotech & Pharmaceuticals	$10+ billion 
656	907	4.0	1915	0	1	0	750.5	1	0	1	0	1	99000.0	1.0	4701.0	0	1	0	0	0	0	0	1	0	0	0	1	0	Nonprofit Organization	Insurance Carriers	Insurance	$500 million to $1 billion 
657	909	3.3	1964	0	1	0	750.5	0	0	0	0	0	54000.0	1.0	2832.0	0	0	0	0	0	0	1	1	0	0	1	1	0	Company - Private	Food & Beverage Manufacturing	Manufacturing	Unknown / Non-Appli
658	910	3.2	2004	0	1	0	3000.5	0	0	1	1	0	109000.0	0.0	1793.0	0	1	0	0	0	0	0	0	0	0	0	0	1	Company - Private	Health Care Services & Hospitals	Health Care	Unknown / Non-Appli
659	911	3.4	1999	0	1	0	350.5	0	0	1	0	0	109000.0	0.0	3677.0	0	1	0	0	0	0	0	1	0	0	0	1	0	Company - Private	IT Services	Information Technology	$25 to $50 million 
660	912	4.4	1984	0	1	0	3000.5	1	0	0	0	1	139500.0	1.0	2518.0	0	0	1	0	0	0	0	0	0	0	0	0	1	Company - Private	Computer Hardware & Software	Information Technology	$1 to $2 billion 
661	913	3.3	1912	1	1	0	10000.0	1	0	0	0	0	254000.0	0.0	4471.0	0	0	0	1	0	0	0	1	0	0	0	1	0	Company - Private	Insurance Carriers	Insurance	$10+ billion 
662	914	3.2	1975	1	1	0	3000.5	1	0	1	1	1	125000.0	1.0	3516.0	0	0	0	0	0	1	0	1	0	0	0	1	0	Company - Private	Computer Hardware & Software	Information Technology	Unknown / Non-Appli
663	916	3.8	1996	0	1	0	10000.0	1	0	0	0	1	106500.0	0.0	4033.0	0	0	0	0	0	0	1	0	0	0	1	0	1	Company - Public	Biotech & Pharmaceuticals	Biotech & Pharmaceuticals	$10+ billion 
664	919	3.6	1935	0	0	0	3000.5	0	0	0	0	0	57200.0	1.0	2801.0	0	0	0	0	0	0	1	1	0	0	1	1	0	Nonprofit Organization	Health Care Services & Hospitals	Health Care	$100 to $500 million 
665	920	2.9	2012	1	1	0	350.5	0	0	0	0	0	73000.0	1.0	3725.0	0	0	0	0	0	0	1	1	0	0	1	1	0	Subsidiary or Business Segment	Biotech & Pharmaceuticals	Biotech & Pharmaceuticals	Unknown / Non-Appli
666	921	2.7	1961	0	1	0	350.5	0	0	0	1	0	81000.0	1.0	3776.0	0	0	0	0	0	0	1	1	0	0	1	1	0	Company - Private	Biotech & Pharmaceuticals	Biotech & Pharmaceuticals	$25 to $50 million 
667	926	3.1	1875	0	1	0	7500.5	0	0	0	1	0	99500.0	1.0	7121.0	0	0	0	0	0	0	1	1	0	0	1	1	0	Company - Private	Consumer Products Manufacturing	Manufacturing	$10+ billion 
668	928	4.0	2006	1	1	0	750.5	0	0	1	1	0	92000.0	1.0	3911.0	0	0	0	0	0	0	1	0	0	0	1	0	1	Company - Private	Biotech & Pharmaceuticals	Biotech & Pharmaceuticals	Unknown / Non-Appli
669	929	3.3	1989	0	1	0	750.5	0	0	0	0	0	45500.0	1.0	2867.0	1	0	0	0	0	0	0	1	0	0	0	1	0	Company - Private	Insurance Carriers	Insurance	$500 million to $1 billion 
670	930	4.5	1996	0	1	0	125.5	1	0	1	0	1	122500.0	1.0	2311.0	0	1	0	0	0	0	0	0	0	0	0	0	1	Company - Private	Consulting	Business Services	$25 to $50 million 
671	931	3.0	1977	1	1	0	3000.5	0	0	0	1	1	37500.0	1.0	6175.0	1	0	0	0	0	0	0	1	0	0	0	1	0	Subsidiary or Business Segment	Enterprise Software & Network Solutions	Information Technology	$100 to $500 million 
672	932	3.7	1852	0	1	0	7500.5	0	0	0	0	1	54000.0	1.0	3783.0	1	0	0	0	0	0	0	1	0	0	0	1	0	Company - Public	Insurance Carriers	Insurance	$5 to $10 billion 
673	933	3.8	2002	1	1	0	3000.5	1	0	0	1	1	53500.0	1.0	2479.0	1	0	0	0	0	0	0	1	0	0	0	1	0	Company - Private	Travel Agencies	Travel & Tourism	$2 to $5 billion 
674	934	3.9	1968	0	1	0	7500.5	1	0	0	1	1	140000.0	1.0	5338.0	0	0	1	0	0	0	0	0	0	0	0	0	1	Company - Public	Financial Analytics & Research	Finance	$1 to $2 billion 
675	935	3.2	1958	1	1	0	7500.5	0	0	0	0	0	77500.0	0.0	3243.0	0	0	0	0	0	0	1	0	0	0	1	0	1	Nonprofit Organization	Federal Agencies	Government	$1 to $2 billion 
676	936	3.3	1976	0	0	1	25.5	0	0	0	1	0	55120.0	1.0	1848.0	0	0	0	0	0	0	1	1	0	0	1	1	0	Company - Private	Construction	Construction, Repair & Maintenance	Unknown / Non-Appli
677	938	3.1	1875	0	1	0	7500.5	0	0	0	1	0	117500.0	1.0	7361.0	0	0	0	0	0	0	1	0	0	0	1	0	1	Company - Private	Consumer Products Manufacturing	Manufacturing	$10+ billion 
678	939	2.4	2006	0	1	0	750.5	0	0	0	0	0	70500.0	1.0	3374.0	0	0	0	0	0	0	1	1	0	0	1	1	0	Company - Private	Biotech & Pharmaceuticals	Biotech & Pharmaceuticals	$50 to $100 million 
679	940	4.8	2011	0	1	0	125.5	0	0	0	1	1	61500.0	1.0	3693.0	0	0	0	0	1	0	0	1	0	0	0	1	0	Company - Private	Computer Hardware & Software	Information Technology	$25 to $50 million 
680	941	2.9	2015	0	1	0	3000.5	0	0	0	1	0	80000.0	0.0	4613.0	0	0	0	0	0	0	1	0	0	0	1	0	1	Company - Private	Biotech & Pharmaceuticals	Biotech & Pharmaceuticals	Unknown / Non-Appli
681	942	2.9	2015	0	1	0	3000.5	0	0	0	1	0	70000.0	0.0	4707.0	0	0	0	0	0	0	1	1	0	0	1	1	0	Company - Private	Biotech & Pharmaceuticals	Biotech & Pharmaceuticals	Unknown / Non-Appli
682	944	3.4	1988	0	1	0	3000.5	0	0	0	1	1	90000.0	1.0	2752.0	0	1	0	0	0	0	0	1	0	0	0	1	0	Company - Private	Insurance Carriers	Insurance	$100 to $500 million 
683	945	4.1	2007	0	1	0	25.5	1	0	1	1	0	111000.0	1.0	3478.0	0	0	0	0	0	1	0	1	0	0	0	1	0	Company - Private	K-12 Education	Education	Unknown / Non-Appli
684	946	3.9	2008	0	1	0	125.5	1	0	0	0	1	138500.0	1.0	5717.0	1	0	0	0	0	0	0	0	0	0	0	0	1	Company - Public	Computer Hardware & Software	Information Technology	Unknown / Non-Appli
685	947	3.6	1851	0	1	0	7500.5	0	0	0	1	0	68500.0	1.0	5016.0	0	0	0	0	1	0	0	1	0	0	0	1	0	Company - Private	Insurance Carriers	Insurance	$10+ billion 
686	948	3.9	2011	1	1	0	350.5	1	0	1	1	1	87500.0	1.0	3813.0	0	1	0	0	0	0	0	1	0	0	0	1	0	Company - Private	Internet	Information Technology	$100 to $500 million 
687	949	3.6	2017	1	1	0	10000.0	0	0	0	0	0	111500.0	0.0	5025.0	0	0	0	0	0	0	1	0	0	0	1	0	1	Company - Public	Biotech & Pharmaceuticals	Biotech & Pharmaceuticals	$2 to $5 billion 
688	950	3.9	1830	1	1	0	10000.0	0	0	1	0	0	84500.0	0.0	6162.0	0	0	0	0	0	0	1	0	0	0	1	0	1	Company - Public	Biotech & Pharmaceuticals	Biotech & Pharmaceuticals	$10+ billion 
689	951	4.4	2006	1	1	0	3000.5	1	0	1	0	1	102500.0	0.0	6130.0	0	1	0	0	0	0	0	0	0	0	0	0	1	Company - Public	Internet	Information Technology	$100 to $500 million 
690	952	2.6	1984	0	1	0	750.5	0	0	0	1	0	73500.0	1.0	3078.0	0	0	0	0	0	0	1	1	0	0	1	1	0	College / University	Colleges & Universities	Education	Unknown / Non-Appli
691	955	3.6	1967	0	1	0	750.5	1	0	0	0	0	93500.0	0.0	3673.0	0	0	0	0	0	0	0	1	1	0	0	1	0	Nonprofit Organization	Federal Agencies	Government	$50 to $100 million 
